1	F-B01	F	B
2	F-A01	F	A
3	F-C01	F	C
4	O-B01	O	B
5	O-A01	O	A
6	O-C01	O	C
7	G-B01	G	B
8	G-A01	G	A
9	G-C01	G	C
10	M-B01	M	B
11	M-A01	M	A
12	M-C01	M	C
13	F-C02	F	C
14	F-B02	F	B
15	F-A02	F	A
16	O-C02	O	C
17	O-B02	O	B
18	O-A02	O	A
19	G-C02	G	C
20	G-B02	G	B
21	G-A02	G	A
22	M-C02	M	C
23	M-B02	M	B
24	M-A02	M	A
25	F-A03	F	A
26	F-C03	F	C
27	F-B03	F	B
28	O-A03	O	A
29	O-C03	O	C
30	O-B03	O	B
31	G-A03	G	A
32	G-C03	G	C
33	G-B03	G	B
34	M-A03	M	A
35	M-C03	M	C
36	M-B03	M	B
